_unit_id,_golden,_trusted_judgments,_last_judgment_at,opinion_toward_the_above_topic,opinion_toward_the_above_topic:confidence,opinion_toward_the_above_topic_gold,post_id,thread_id,time,topic,user_id
90477705,FALSE,3,7/27/2011 7:30,Against,0.6593,,58,5291911282_3420042351001,Fri 09 November 2007 02:43 PM,illegal_immigrants_and_immigration,ss_287
90477706,FALSE,3,7/27/2011 7:16,Against,1,,59,5291911282_3420042351001,Fri 09 November 2007 08:00 PM,illegal_immigrants_and_immigration,tiedie4
90477707,FALSE,3,7/27/2011 6:30,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477708,FALSE,3,7/27/2011 8:42,Against,0.667,,1,672198221_8350066961001,Fri 15 February 2008 07:13 AM,illegal_immigrants_and_immigration,Lucky_Lieutenant
90477709,FALSE,4,7/27/2011 7:15,For,0.7391,,2,672198221_8350066961001,Fri 15 February 2008 07:15 AM,illegal_immigrants_and_immigration,NSNN
90477710,FALSE,3,7/27/2011 7:41,Against,0.5942,,3,672198221_8350066961001,Fri 15 February 2008 07:25 AM,illegal_immigrants_and_immigration,Lucky_Lieutenant
90477711,FALSE,3,7/27/2011 7:15,Not Sure,0.6743,,4,672198221_8350066961001,Fri 15 February 2008 07:31 AM,illegal_immigrants_and_immigration,godawgz
90477712,FALSE,4,7/27/2011 6:58,Against,0.7971,,5,672198221_8350066961001,Fri 15 February 2008 07:35 AM,illegal_immigrants_and_immigration,Lucky_Lieutenant
90477713,FALSE,3,7/27/2011 7:40,Not Sure,0.6486,,6,672198221_8350066961001,Fri 15 February 2008 07:37 AM,illegal_immigrants_and_immigration,Jade_Gate
90477714,FALSE,3,7/27/2011 6:24,Against,1,,7,672198221_8350066961001,Fri 15 February 2008 07:44 AM,illegal_immigrants_and_immigration,EAG154
90477715,FALSE,3,7/27/2011 8:49,Against,0.6193,,8,672198221_8350066961001,Fri 15 February 2008 07:48 AM,illegal_immigrants_and_immigration,NSNN
90477716,FALSE,3,7/27/2011 5:30,For,1,,9,672198221_8350066961001,Fri 15 February 2008 07:56 AM,illegal_immigrants_and_immigration,Elesso
90477717,FALSE,3,7/27/2011 7:11,Not Sure,0.6421,,10,672198221_8350066961001,Fri 15 February 2008 07:59 AM,illegal_immigrants_and_immigration,bill_kananen
90477718,FALSE,4,7/27/2011 6:28,For,0.786,,11,672198221_8350066961001,Fri 15 February 2008 08:02 AM,illegal_immigrants_and_immigration,NSNN
90477719,FALSE,3,7/27/2011 6:33,Against,0.6638,,12,672198221_8350066961001,Fri 15 February 2008 08:04 AM,illegal_immigrants_and_immigration,bill_kananen
90477720,FALSE,3,7/27/2011 6:55,For,0.3559,,13,672198221_8350066961001,Fri 15 February 2008 08:05 AM,illegal_immigrants_and_immigration,godawgz
90477721,FALSE,3,7/27/2011 5:51,Against,0.7191,,14,672198221_8350066961001,Fri 15 February 2008 08:05 AM,illegal_immigrants_and_immigration,Lucky_Lieutenant
90477722,FALSE,3,7/27/2011 7:39,Against,1,,15,672198221_8350066961001,Fri 15 February 2008 08:08 AM,illegal_immigrants_and_immigration,Lucky_Lieutenant
90477723,FALSE,3,7/27/2011 8:01,Against,0.6364,,16,672198221_8350066961001,Fri 15 February 2008 08:10 AM,illegal_immigrants_and_immigration,bill_kananen
90477724,FALSE,4,7/27/2011 7:10,Against,0.5271,,17,672198221_8350066961001,Fri 15 February 2008 08:33 AM,illegal_immigrants_and_immigration,foxred03
90477725,FALSE,3,7/27/2011 7:41,Against,1,,18,672198221_8350066961001,Fri 15 February 2008 08:47 AM,illegal_immigrants_and_immigration,SgtSchaeffersMom
90477726,FALSE,3,7/27/2011 8:39,Against,0.6753,,19,672198221_8350066961001,Fri 15 February 2008 08:52 AM,illegal_immigrants_and_immigration,SgtSchaeffersMom
90477727,FALSE,3,7/27/2011 7:19,Against,1,,20,672198221_8350066961001,Fri 15 February 2008 08:54 AM,illegal_immigrants_and_immigration,Jade_Gate
90477728,FALSE,3,7/27/2011 4:15,Against,1,,21,672198221_8350066961001,Fri 15 February 2008 08:55 AM,illegal_immigrants_and_immigration,SgtSchaeffersMom
90477729,FALSE,3,7/27/2011 4:14,Against,0.6627,,22,672198221_8350066961001,Fri 15 February 2008 09:32 AM,illegal_immigrants_and_immigration,Elesso
90477730,FALSE,4,7/27/2011 2:46,For,0.7586,,23,672198221_8350066961001,Fri 15 February 2008 09:34 AM,illegal_immigrants_and_immigration,Elesso
90477731,FALSE,3,7/27/2011 7:04,Against,1,,24,672198221_8350066961001,Fri 15 February 2008 09:38 AM,illegal_immigrants_and_immigration,GunnyRet03
90477732,FALSE,3,7/27/2011 6:35,Against,1,,25,672198221_8350066961001,Fri 15 February 2008 09:39 AM,illegal_immigrants_and_immigration,Elesso
90477733,FALSE,4,7/27/2011 4:41,Against,1,,26,672198221_8350066961001,Fri 15 February 2008 09:44 AM,illegal_immigrants_and_immigration,GunnyRet03
90477734,FALSE,3,7/27/2011 7:23,Against,1,,27,672198221_8350066961001,Fri 15 February 2008 09:51 AM,illegal_immigrants_and_immigration,Elesso
90477735,FALSE,3,7/27/2011 8:39,For,0.3559,,28,672198221_8350066961001,Fri 15 February 2008 09:51 AM,illegal_immigrants_and_immigration,Big_Spiffy
90477736,FALSE,5,7/27/2011 9:09,For,0.6268,,29,672198221_8350066961001,Fri 15 February 2008 09:56 AM,illegal_immigrants_and_immigration,Elesso
90477737,FALSE,3,7/27/2011 7:36,Against,0.6394,,30,672198221_8350066961001,Fri 15 February 2008 09:59 AM,illegal_immigrants_and_immigration,GunnyRet03
90477738,FALSE,3,7/27/2011 4:38,Against,0.6512,,31,672198221_8350066961001,Fri 15 February 2008 10:01 AM,illegal_immigrants_and_immigration,GunnyRet03
90477739,FALSE,3,7/27/2011 5:06,Against,1,,32,672198221_8350066961001,Fri 15 February 2008 10:12 AM,illegal_immigrants_and_immigration,Elesso
90477740,FALSE,4,7/27/2011 5:42,Against,1,,33,672198221_8350066961001,Fri 15 February 2008 10:19 AM,illegal_immigrants_and_immigration,Jade_Gate
90477741,FALSE,3,7/27/2011 8:57,Against,0.3539,,34,672198221_8350066961001,Fri 15 February 2008 10:23 AM,illegal_immigrants_and_immigration,Elesso
90477742,FALSE,3,7/27/2011 6:29,Not Sure,1,,35,672198221_8350066961001,Fri 15 February 2008 10:26 AM,illegal_immigrants_and_immigration,Elesso
90477743,FALSE,3,7/27/2011 7:28,Not Sure,0.3535,,36,672198221_8350066961001,Fri 15 February 2008 10:27 AM,illegal_immigrants_and_immigration,Jade_Gate
90477744,FALSE,3,7/27/2011 6:51,Against,0.668,,37,672198221_8350066961001,Fri 15 February 2008 10:29 AM,illegal_immigrants_and_immigration,Jade_Gate
90477745,FALSE,4,7/27/2011 6:58,For,0.5508,,38,672198221_8350066961001,Fri 15 February 2008 10:34 AM,illegal_immigrants_and_immigration,Elesso
90477746,FALSE,3,7/27/2011 8:40,Not Sure,0.6804,,39,672198221_8350066961001,Fri 15 February 2008 10:36 AM,illegal_immigrants_and_immigration,Elesso
90477747,FALSE,3,7/27/2011 8:05,Against,0.6866,,40,672198221_8350066961001,Fri 15 February 2008 10:39 AM,illegal_immigrants_and_immigration,Jade_Gate
90477748,FALSE,3,7/27/2011 8:17,Against,1,,41,672198221_8350066961001,Fri 15 February 2008 10:42 AM,illegal_immigrants_and_immigration,tomh59
90477749,FALSE,3,7/27/2011 5:30,Against,1,,42,672198221_8350066961001,Fri 15 February 2008 10:46 AM,illegal_immigrants_and_immigration,Jade_Gate
90477750,FALSE,4,7/27/2011 6:24,Against,0.7848,,43,672198221_8350066961001,Fri 15 February 2008 10:59 AM,illegal_immigrants_and_immigration,21yrsUSCGUSCS
90477751,FALSE,4,7/27/2011 6:55,Not Sure,0.4707,,44,672198221_8350066961001,Fri 15 February 2008 11:27 AM,illegal_immigrants_and_immigration,Elesso
90477752,FALSE,3,7/27/2011 7:38,Not Sure,1,,45,672198221_8350066961001,Fri 15 February 2008 11:48 AM,illegal_immigrants_and_immigration,GunnyRet03
90477753,FALSE,3,7/27/2011 5:53,For,0.6948,,46,672198221_8350066961001,Fri 15 February 2008 11:57 AM,illegal_immigrants_and_immigration,Elesso
90477754,FALSE,3,7/27/2011 6:37,Against,1,,47,672198221_8350066961001,Fri 15 February 2008 12:02 PM,illegal_immigrants_and_immigration,Jade_Gate
90477755,FALSE,3,7/27/2011 6:06,Not Sure,0.6311,,48,672198221_8350066961001,Fri 15 February 2008 12:23 PM,illegal_immigrants_and_immigration,Elesso
90477756,FALSE,3,7/27/2011 7:50,Against,1,,49,672198221_8350066961001,Fri 15 February 2008 12:25 PM,illegal_immigrants_and_immigration,Sawyer124
90477757,FALSE,3,7/27/2011 6:48,Against,1,,50,672198221_8350066961001,Fri 15 February 2008 12:31 PM,illegal_immigrants_and_immigration,Jade_Gate
90477758,FALSE,3,7/27/2011 5:41,Against,1,,51,672198221_8350066961001,Fri 15 February 2008 01:00 PM,illegal_immigrants_and_immigration,21yrsUSCGUSCS
90477759,FALSE,3,7/27/2011 7:40,Against,1,,52,672198221_8350066961001,Sat 16 February 2008 08:29 AM,illegal_immigrants_and_immigration,Elesso
90477760,FALSE,3,7/27/2011 7:04,Against,0.6593,,53,672198221_8350066961001,Thu 21 February 2008 06:10 AM,illegal_immigrants_and_immigration,rayevinsonsr
90477761,FALSE,3,7/27/2011 6:02,For,0.6368,,Post ID,Thread ID,Time,Topic,User ID
90477762,FALSE,3,7/27/2011 7:28,Not Sure,0.7063,,1,672198221_2300002351001,Mon 29 October 2007 04:03 PM,illegal_immigrants_and_immigration,USAF_76_2_80
90477763,FALSE,3,7/27/2011 7:13,Against,1,,2,672198221_2300002351001,Mon 29 October 2007 04:29 PM,illegal_immigrants_and_immigration,DD449
90477764,FALSE,3,7/27/2011 6:58,Against,0.6064,,3,672198221_2300002351001,Mon 29 October 2007 04:35 PM,illegal_immigrants_and_immigration,DIRTYLODOWN
90477765,FALSE,3,7/27/2011 7:48,Against,0.7031,,4,672198221_2300002351001,Mon 29 October 2007 04:51 PM,illegal_immigrants_and_immigration,Digital_Warfare
90477766,FALSE,3,7/27/2011 8:45,Against,0.6693,,5,672198221_2300002351001,Mon 29 October 2007 05:00 PM,illegal_immigrants_and_immigration,outlaws93
90477767,FALSE,4,7/27/2011 5:55,Not Sure,1,,6,672198221_2300002351001,Mon 29 October 2007 05:11 PM,illegal_immigrants_and_immigration,USAF_76_2_80
90477768,FALSE,3,7/27/2011 4:57,Not Sure,0.6541,,7,672198221_2300002351001,Mon 29 October 2007 05:20 PM,illegal_immigrants_and_immigration,DD449
90477769,FALSE,3,7/27/2011 8:03,Against,1,,8,672198221_2300002351001,Mon 29 October 2007 05:22 PM,illegal_immigrants_and_immigration,outlaws93
90477770,FALSE,3,7/27/2011 7:02,Not Sure,0.6714,,9,672198221_2300002351001,Mon 29 October 2007 05:22 PM,illegal_immigrants_and_immigration,sldo
90477771,FALSE,3,7/27/2011 7:05,Against,0.7043,,10,672198221_2300002351001,Mon 29 October 2007 05:30 PM,illegal_immigrants_and_immigration,outlaws93
90477772,FALSE,3,7/27/2011 7:02,Against,0.7087,,11,672198221_2300002351001,Mon 29 October 2007 05:36 PM,illegal_immigrants_and_immigration,FlankerFlyer
90477773,FALSE,3,7/27/2011 8:41,Not Sure,0.6666,,12,672198221_2300002351001,Mon 29 October 2007 05:41 PM,illegal_immigrants_and_immigration,sldo
90477774,FALSE,3,7/27/2011 5:40,Not Sure,1,,13,672198221_2300002351001,Mon 29 October 2007 05:43 PM,illegal_immigrants_and_immigration,outlaws93
90477775,FALSE,3,7/27/2011 6:43,Not Sure,1,,14,672198221_2300002351001,Mon 29 October 2007 05:45 PM,illegal_immigrants_and_immigration,outlaws93
90477776,FALSE,3,7/27/2011 8:43,Not Sure,0.6581,,15,672198221_2300002351001,Mon 29 October 2007 05:48 PM,illegal_immigrants_and_immigration,sldo
90477777,FALSE,3,7/27/2011 6:14,Not Sure,1,,16,672198221_2300002351001,Mon 29 October 2007 05:51 PM,illegal_immigrants_and_immigration,outlaws93
90477778,FALSE,3,7/27/2011 8:41,Against,0.6319,,17,672198221_2300002351001,Mon 29 October 2007 06:38 PM,illegal_immigrants_and_immigration,SgtSchaeffersMom
90477779,FALSE,3,7/27/2011 4:19,Against,0.6371,,18,672198221_2300002351001,Mon 29 October 2007 06:51 PM,illegal_immigrants_and_immigration,FBoehm
90477780,FALSE,3,7/27/2011 8:50,Against,0.6767,,19,672198221_2300002351001,Mon 29 October 2007 07:06 PM,illegal_immigrants_and_immigration,GRAYMAN
90477781,FALSE,3,7/27/2011 6:19,Not Sure,0.7094,,20,672198221_2300002351001,Mon 29 October 2007 07:52 PM,illegal_immigrants_and_immigration,USAF_76_2_80
90477782,FALSE,3,7/27/2011 4:15,Against,1,,21,672198221_2300002351001,Mon 29 October 2007 07:55 PM,illegal_immigrants_and_immigration,ReaperDoc
90477783,FALSE,3,7/27/2011 7:57,Against,0.6842,,22,672198221_2300002351001,Mon 29 October 2007 08:09 PM,illegal_immigrants_and_immigration,USAF_76_2_80
90477784,FALSE,3,7/27/2011 8:13,Against,0.6739,,23,672198221_2300002351001,Mon 29 October 2007 08:13 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477785,FALSE,4,7/27/2011 6:20,For,0.5216,,24,672198221_2300002351001,Mon 29 October 2007 09:14 PM,illegal_immigrants_and_immigration,rd350
90477786,FALSE,3,7/27/2011 4:11,Against,0.66,,25,672198221_2300002351001,Mon 29 October 2007 09:32 PM,illegal_immigrants_and_immigration,FBoehm
90477787,FALSE,3,7/27/2011 7:02,Against,0.6947,,26,672198221_2300002351001,Mon 29 October 2007 09:35 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477788,FALSE,3,7/27/2011 4:23,For,0.679,,27,672198221_2300002351001,Mon 29 October 2007 09:44 PM,illegal_immigrants_and_immigration,rd350
90477789,FALSE,3,7/27/2011 6:39,For,0.7009,,28,672198221_2300002351001,Mon 29 October 2007 09:52 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477790,FALSE,3,7/27/2011 6:44,Not Sure,0.3745,,29,672198221_2300002351001,Mon 29 October 2007 09:53 PM,illegal_immigrants_and_immigration,
90477791,FALSE,3,7/27/2011 7:45,Against,1,,30,672198221_2300002351001,Mon 29 October 2007 09:57 PM,illegal_immigrants_and_immigration,ReaperDoc
90477792,FALSE,3,7/27/2011 7:19,Against,1,,31,672198221_2300002351001,Mon 29 October 2007 09:59 PM,illegal_immigrants_and_immigration,MilitaryFanSupporter
90477793,FALSE,3,7/27/2011 8:05,Against,1,,32,672198221_2300002351001,Mon 29 October 2007 10:04 PM,illegal_immigrants_and_immigration,DIABLO_OPSGRP
90477794,FALSE,3,7/27/2011 6:47,Against,1,,33,672198221_2300002351001,Tue 30 October 2007 01:10 PM,illegal_immigrants_and_immigration,popsiq
90477795,FALSE,3,7/27/2011 6:58,Against,1,,34,672198221_2300002351001,Tue 30 October 2007 01:25 PM,illegal_immigrants_and_immigration,rd350
90477796,FALSE,3,7/27/2011 7:19,Against,1,,35,672198221_2300002351001,Tue 30 October 2007 01:41 PM,illegal_immigrants_and_immigration,sldo
90477797,FALSE,3,7/27/2011 4:51,Against,0.6539,,36,672198221_2300002351001,Tue 30 October 2007 01:55 PM,illegal_immigrants_and_immigration,Airborneinfantry
90477798,FALSE,3,7/27/2011 7:34,For,1,,37,672198221_2300002351001,Tue 30 October 2007 03:55 PM,illegal_immigrants_and_immigration,jdksfcret
90477799,FALSE,3,7/27/2011 6:43,Not Sure,0.6652,,38,672198221_2300002351001,Tue 30 October 2007 04:08 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477800,FALSE,3,7/27/2011 7:01,For,0.6986,,39,672198221_2300002351001,Tue 30 October 2007 04:22 PM,illegal_immigrants_and_immigration,jdksfcret
90477801,FALSE,3,7/26/2011 23:27,Against,1,,40,672198221_2300002351001,Tue 30 October 2007 04:41 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477802,FALSE,3,7/27/2011 6:30,Against,0.6604,,41,672198221_2300002351001,Tue 30 October 2007 06:01 PM,illegal_immigrants_and_immigration,VCP63
90477803,FALSE,4,7/27/2011 6:36,Not Sure,0.4694,,42,672198221_2300002351001,Tue 30 October 2007 06:51 PM,illegal_immigrants_and_immigration,jdksfcret
90477804,FALSE,3,7/27/2011 5:49,Against,1,,43,672198221_2300002351001,Wed 31 October 2007 05:43 AM,illegal_immigrants_and_immigration,MarkAntney
90477805,FALSE,3,7/27/2011 6:47,Against,0.6743,,44,672198221_2300002351001,Wed 31 October 2007 05:49 AM,illegal_immigrants_and_immigration,MarkAntney
90477806,FALSE,3,7/27/2011 8:58,Against,0.6327,,45,672198221_2300002351001,Wed 31 October 2007 05:51 AM,illegal_immigrants_and_immigration,MarkAntney
90477807,FALSE,3,7/27/2011 7:20,For,0.3781,,46,672198221_2300002351001,Wed 31 October 2007 05:54 AM,illegal_immigrants_and_immigration,anoldnotboldrecondo
90477808,FALSE,3,7/27/2011 5:37,Against,1,,47,672198221_2300002351001,Wed 31 October 2007 05:59 AM,illegal_immigrants_and_immigration,0Crystal0
90477809,FALSE,3,7/27/2011 7:19,Against,0.616,,48,672198221_2300002351001,Wed 31 October 2007 06:05 AM,illegal_immigrants_and_immigration,dhd123
90477810,FALSE,3,7/27/2011 8:45,Against,0.6875,,49,672198221_2300002351001,Wed 31 October 2007 06:08 AM,illegal_immigrants_and_immigration,dhd123
90477811,FALSE,3,7/27/2011 8:41,Against,0.6506,,50,672198221_2300002351001,Wed 31 October 2007 06:15 AM,illegal_immigrants_and_immigration,dhd123
90477812,FALSE,3,7/27/2011 7:02,Against,1,,51,672198221_2300002351001,Wed 31 October 2007 06:19 AM,illegal_immigrants_and_immigration,dhd123
90477813,FALSE,3,7/27/2011 6:55,Against,1,,52,672198221_2300002351001,Wed 31 October 2007 06:20 AM,illegal_immigrants_and_immigration,dhd123
90477814,FALSE,3,7/27/2011 6:07,Against,1,,53,672198221_2300002351001,Wed 31 October 2007 07:04 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477815,FALSE,4,7/27/2011 7:10,Not Sure,1,,54,672198221_2300002351001,Wed 31 October 2007 07:11 AM,illegal_immigrants_and_immigration,dhd123
90477816,FALSE,3,7/27/2011 8:24,Against,1,,55,672198221_2300002351001,Wed 31 October 2007 07:25 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477817,FALSE,3,7/27/2011 8:00,Against,1,,56,672198221_2300002351001,Wed 31 October 2007 07:30 AM,illegal_immigrants_and_immigration,stepnfetchet
90477818,FALSE,3,7/27/2011 6:45,Against,1,,57,672198221_2300002351001,Wed 31 October 2007 07:43 AM,illegal_immigrants_and_immigration,MarkAntney
90477819,FALSE,3,7/27/2011 7:29,Against,1,,58,672198221_2300002351001,Wed 31 October 2007 09:31 AM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477820,FALSE,3,7/27/2011 6:35,Against,1,,59,672198221_2300002351001,Wed 31 October 2007 09:48 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477821,FALSE,3,7/27/2011 4:28,Against,0.383,,60,672198221_2300002351001,Wed 31 October 2007 11:48 AM,illegal_immigrants_and_immigration,13779802
90477822,FALSE,3,7/27/2011 6:19,Against,0.3531,,61,672198221_2300002351001,Wed 31 October 2007 12:06 PM,illegal_immigrants_and_immigration,TaxmanJim
90477823,FALSE,3,7/27/2011 4:11,Against,0.6846,,62,672198221_2300002351001,Wed 31 October 2007 12:17 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477824,FALSE,3,7/27/2011 7:27,For,0.6387,,63,672198221_2300002351001,Wed 31 October 2007 12:21 PM,illegal_immigrants_and_immigration,TaxmanJim
90477825,FALSE,3,7/27/2011 7:26,Against,1,,64,672198221_2300002351001,Wed 31 October 2007 12:25 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477826,FALSE,4,7/27/2011 3:15,Against,0.5156,,65,672198221_2300002351001,Wed 31 October 2007 12:35 PM,illegal_immigrants_and_immigration,TaxmanJim
90477827,FALSE,3,7/27/2011 7:47,Against,0.3545,,66,672198221_2300002351001,Wed 31 October 2007 12:45 PM,illegal_immigrants_and_immigration,TaxmanJim
90477828,FALSE,3,7/27/2011 6:58,Against,1,,67,672198221_2300002351001,Wed 31 October 2007 01:24 PM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477829,FALSE,3,7/27/2011 8:15,Against,1,,68,672198221_2300002351001,Wed 31 October 2007 01:58 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477830,FALSE,3,7/27/2011 6:53,Against,0.635,,69,672198221_2300002351001,Wed 31 October 2007 01:58 PM,illegal_immigrants_and_immigration,TaxmanJim
90477831,FALSE,3,7/27/2011 8:06,Not Sure,0.7077,,70,672198221_2300002351001,Wed 31 October 2007 02:05 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477832,FALSE,3,7/27/2011 6:38,Against,0.6727,,71,672198221_2300002351001,Thu 01 November 2007 08:47 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477833,FALSE,3,7/27/2011 8:51,Against,0.3532,,72,672198221_2300002351001,Thu 01 November 2007 08:49 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477834,FALSE,3,7/27/2011 6:36,Against,0.6767,,73,672198221_2300002351001,Thu 01 November 2007 10:22 AM,illegal_immigrants_and_immigration,TaxmanJim
90477835,FALSE,3,7/27/2011 7:10,Not Sure,1,,74,672198221_2300002351001,Thu 01 November 2007 10:33 AM,illegal_immigrants_and_immigration,TaxmanJim
90477836,FALSE,4,7/27/2011 5:59,Against,0.5283,,75,672198221_2300002351001,Thu 01 November 2007 11:07 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477837,FALSE,3,7/27/2011 2:17,Against,0.6528,,76,672198221_2300002351001,Thu 01 November 2007 11:13 AM,illegal_immigrants_and_immigration,anoldnotboldrecondo
90477838,FALSE,3,7/27/2011 2:11,Against,0.6989,,77,672198221_2300002351001,Thu 01 November 2007 11:19 AM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477839,FALSE,3,7/27/2011 5:05,Against,1,,78,672198221_2300002351001,Thu 01 November 2007 11:21 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477840,FALSE,3,7/27/2011 1:07,For,0.6486,,79,672198221_2300002351001,Thu 01 November 2007 11:27 AM,illegal_immigrants_and_immigration,rayld2
90477841,FALSE,3,7/27/2011 7:25,Against,0.6894,,80,672198221_2300002351001,Thu 01 November 2007 11:35 AM,illegal_immigrants_and_immigration,TaxmanJim
90477842,FALSE,3,7/27/2011 8:11,Not Sure,0.6842,,81,672198221_2300002351001,Thu 01 November 2007 12:11 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477843,FALSE,3,7/27/2011 8:15,Not Sure,0.3861,,82,672198221_2300002351001,Thu 01 November 2007 12:17 PM,illegal_immigrants_and_immigration,rayld2
90477844,FALSE,3,7/27/2011 6:37,Not Sure,0.683,,83,672198221_2300002351001,Thu 01 November 2007 02:12 PM,illegal_immigrants_and_immigration,rayld2
90477845,FALSE,3,7/27/2011 5:53,Against,0.7035,,84,672198221_2300002351001,Thu 01 November 2007 02:17 PM,illegal_immigrants_and_immigration,rayld2
90477846,FALSE,3,7/27/2011 7:56,Against,1,,85,672198221_2300002351001,Thu 01 November 2007 06:35 PM,illegal_immigrants_and_immigration,SFC_SOF_Intel
90477847,FALSE,3,7/27/2011 7:54,Against,1,,86,672198221_2300002351001,Tue 06 November 2007 05:17 AM,illegal_immigrants_and_immigration,ArmyBratGoesWild
90477848,FALSE,3,7/27/2011 8:17,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477849,FALSE,3,7/27/2011 5:43,Against,0.684,,1,672198221_8650031532001,Thu 08 October 2009 05:40 PM,illegal_immigrants_and_immigration,14713742
90477850,FALSE,3,7/27/2011 7:01,For,0.7004,,2,672198221_8650031532001,Fri 09 October 2009 04:38 AM,illegal_immigrants_and_immigration,sbird
90477851,FALSE,3,7/27/2011 5:27,For,0.6641,,3,672198221_8650031532001,Fri 09 October 2009 08:12 AM,illegal_immigrants_and_immigration,ArtMarsh
90477852,FALSE,3,7/27/2011 8:44,For,1,,4,672198221_8650031532001,Fri 09 October 2009 09:38 AM,illegal_immigrants_and_immigration,ETCPJ
90477853,FALSE,3,7/27/2011 5:06,Not Sure,0.6473,,5,672198221_8650031532001,Fri 09 October 2009 09:42 AM,illegal_immigrants_and_immigration,ETCPJ
90477855,FALSE,3,7/27/2011 6:57,Against,0.6216,,6,672198221_8650031532001,Fri 09 October 2009 09:55 AM,illegal_immigrants_and_immigration,Agent991
90477856,FALSE,3,7/27/2011 6:47,Not Sure,0.6448,,7,672198221_8650031532001,Fri 09 October 2009 10:12 AM,illegal_immigrants_and_immigration,Agent991
90477857,FALSE,3,7/27/2011 8:40,Against,0.6598,,8,672198221_8650031532001,Fri 09 October 2009 10:46 AM,illegal_immigrants_and_immigration,14713742
90477858,FALSE,4,7/27/2011 5:20,For,0.544,,9,672198221_8650031532001,Fri 09 October 2009 10:49 AM,illegal_immigrants_and_immigration,14713742
90477859,FALSE,3,7/27/2011 7:37,Against,0.3497,,10,672198221_8650031532001,Fri 09 October 2009 11:13 AM,illegal_immigrants_and_immigration,ETCPJ
90477860,FALSE,3,7/27/2011 7:18,Against,0.6489,,11,672198221_8650031532001,Fri 09 October 2009 11:27 AM,illegal_immigrants_and_immigration,14713742
90477861,FALSE,4,7/27/2011 5:48,Against,0.7716,,12,672198221_8650031532001,Fri 09 October 2009 01:54 PM,illegal_immigrants_and_immigration,67NOV
90477862,FALSE,3,7/27/2011 8:42,Against,0.6635,,13,672198221_8650031532001,Fri 09 October 2009 03:36 PM,illegal_immigrants_and_immigration,14713742
90477863,FALSE,3,7/27/2011 6:33,Not Sure,1,,14,672198221_8650031532001,Sun 11 October 2009 08:46 AM,illegal_immigrants_and_immigration,BAGodbehere
90477864,FALSE,3,7/27/2011 8:10,Not Sure,0.7042,,15,672198221_8650031532001,Sun 11 October 2009 09:20 AM,illegal_immigrants_and_immigration,Agent991
90477865,FALSE,4,7/27/2011 2:13,Not Sure,0.7361,,16,672198221_8650031532001,Sun 11 October 2009 09:31 AM,illegal_immigrants_and_immigration,Agent991
90477866,FALSE,3,7/27/2011 8:05,Not Sure,1,,17,672198221_8650031532001,Sun 11 October 2009 03:43 PM,illegal_immigrants_and_immigration,14713742
90477867,FALSE,5,7/27/2011 9:00,For,0.6355,,18,672198221_8650031532001,Sun 11 October 2009 03:44 PM,illegal_immigrants_and_immigration,14713742
90477868,FALSE,3,7/27/2011 3:45,For,0.6574,,19,672198221_8650031532001,Sun 11 October 2009 05:21 PM,illegal_immigrants_and_immigration,ETCPJ
90477869,FALSE,3,7/27/2011 6:32,Against,0.6745,,20,672198221_8650031532001,Sun 11 October 2009 05:51 PM,illegal_immigrants_and_immigration,14713742
90477870,FALSE,3,7/27/2011 7:18,Against,0.6633,,21,672198221_8650031532001,Mon 12 October 2009 05:35 PM,illegal_immigrants_and_immigration,RRR52
90477871,FALSE,4,7/27/2011 9:01,For,1,,22,672198221_8650031532001,Mon 12 October 2009 05:51 PM,illegal_immigrants_and_immigration,1WW
90477872,FALSE,3,7/27/2011 7:04,For,0.6365,,23,672198221_8650031532001,Mon 12 October 2009 05:59 PM,illegal_immigrants_and_immigration,KoRnAdvocate
90477873,FALSE,3,7/27/2011 8:08,Not Sure,0.6507,,24,672198221_8650031532001,Mon 12 October 2009 06:11 PM,illegal_immigrants_and_immigration,stec74
